category_label	category_name
252389	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Cabin sandblasting machines
252391	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Racks, beams, cranes > Other
252401	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Racks, beams, cranes > Stands
252402	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Racks, beams, cranes > Engine racks and cranes
252404	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Covers > Other
252406	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Covers > For the seats
252409	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Tool boxes and carts > Toolboxes
252410	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Tool boxes and carts > Inserts
252413	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Welding, plasma cutting > Other
252415	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Welding, plasma cutting > Welding handles
252416	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Welding, plasma cutting > Welding machines
252423	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Winches > Other
252425	Allegro > Automotive > Garage Tools and Equipment > Garage Equipment > Winches > Manual-rope
252427	Allegro > Automotive > Machine and Other Vehicles Parts > Spare parts for agricultural machines > For Other Farming Machines > Other
252428	Allegro > Automotive > Machine and Other Vehicles Parts > Spare parts for agricultural machines > For Other Farming Machines > Bailing
252435	Allegro > Automotive > Machine and Other Vehicles Parts > Spare parts for agricultural machines > For Other Farming Machines > Land cultivation
252436	Allegro > Automotive > Machine and Other Vehicles Parts > Spare parts for agricultural machines > For Other Farming Machines > Collecting
252623	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Other
252625	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Reachers
252627	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Clacks
252628	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Threading Taps
252629	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Vises
252633	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Riveting machines
252634	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Knives
252635	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Files
252637	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Cutters, bullets, bumpers
252638	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Wire brushes
252641	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Crimps
252642	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Tool Kits
252643	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Spoons, levers, crowbars
252644	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Clamps
252645	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Bits > Holders and Adapters
252646	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Bits > HEX
252651	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Bits > Mixed sets
252654	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Keys > Other
252655	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Keys > Torque
252657	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Keys > Hook
252660	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Keys > Box-type
252664	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Keys > Flat-ring
252665	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Keys > Lever-type
252683	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Pliers, tongs > Other
252684	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Pliers, tongs > For Seger rings
252687	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Pliers, tongs > Universal (flat nose pliers)
252689	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Screwguns (screwdrivers) > Other
252690	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Screwguns (screwdrivers) > HEX
252693	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Screwguns (screwdrivers) > Accuracy
252694	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Screwguns (screwdrivers) > Flat
252696	Allegro > Automotive > Garage Tools and Equipment > Manual tools > Screwguns (screwdrivers) > Mixed sets
252783	Allegro > Sports and Travel > Sports Electronics > Other
252810	Allegro > Automotive > Car Parts > Engine cooling system > Air blades
252817	Allegro > Electronics > Phones and Accessories > Smartphones and Cell Phones > Huawei > P8 Lite
252977	Allegro > Electronics > Phones and Accessories > Smartphones and Cell Phones > Samsung > Galaxy Xcover 3
253003	Allegro > Electronics > Phones and Accessories > Smartphones and Cell Phones > Apple > iPhone 6S Plus
253005	Allegro > Electronics > Phones and Accessories > Smartphones and Cell Phones > myPhone > Hammer > Hammer
253009	Allegro > Electronics > Phones and Accessories > Smartphones and Cell Phones > myPhone > Hammer > Hammer Iron
253063	Allegro > Sports and Travel > Military > Other
253182	Allegro > Automotive > Car Care Products > Engine oils > Mineral
253183	Allegro > Automotive > Car Care Products > Engine oils > Semi-synthetic
253184	Allegro > Automotive > Car Care Products > Engine oils > Synthetic
253187	Allegro > Automotive > Car Care Products > Repair and protection supplies > Glues
253188	Allegro > Automotive > Car Care Products > Repair and protection supplies > Exhaust system installation and repair
253189	Allegro > Automotive > Car Care Products > Repair and protection supplies > Tire repair
253190	Allegro > Automotive > Car Care Products > Repair and protection supplies > Antirust agents and penetrators
253191	Allegro > Automotive > Car Care Products > Repair and protection supplies > Animal repellents
253193	Allegro > Automotive > Car Care Products > Repair and protection supplies > Hands pastes
253196	Allegro > Automotive > Car Care Products > Repair and protection supplies > Silicones, sealants
253198	Allegro > Automotive > Car Care Products > Repair and protection supplies > Leak testers
253199	Allegro > Automotive > Car Care Products > Repair and protection supplies > Coolers sealing and cleaning
253201	Allegro > Automotive > Car Care Products > Repair and protection supplies > Other
253202	Allegro > Automotive > Car Care Products > Repair and protection supplies > Parts cleaning > Cleaning DPF/FAP filters
253203	Allegro > Automotive > Car Care Products > Repair and protection supplies > Parts cleaning > Cleaning carburetors, fuel injectors
253205	Allegro > Automotive > Car Care Products > Repair and protection supplies > Parts cleaning > Cleaning joint parts
253206	Allegro > Automotive > Car Care Products > Repair and protection supplies > Parts cleaning > Cleaning of turbo, manifold, and EGR
253207	Allegro > Automotive > Car Care Products > Repair and protection supplies > Parts cleaning > Other
253208	Allegro > Automotive > Car Care Products > Repair and protection supplies > Lubricants > White lubricant
253209	Allegro > Automotive > Car Care Products > Repair and protection supplies > Lubricants > Graphite lubricant
253211	Allegro > Automotive > Car Care Products > Repair and protection supplies > Lubricants > Silicone lubricant
253212	Allegro > Automotive > Car Care Products > Repair and protection supplies > Lubricants > Teflon lubricant
253213	Allegro > Automotive > Car Care Products > Repair and protection supplies > Lubricants > Towot
253215	Allegro > Automotive > Car Care Products > Repair and protection supplies > Lubricants > Other
253216	Allegro > Automotive > Car Care Products > Repair and protection supplies > Lubricants > Ceramic paste
253218	Allegro > Automotive > Car Care Products > General fluids > Additives for oils and fuels > Gasolines additives
253219	Allegro > Automotive > Car Care Products > General fluids > Additives for oils and fuels > Diesel fuel additives
253221	Allegro > Automotive > Car Care Products > General fluids > Additives for oils and fuels > Engine oil additives
253223	Allegro > Automotive > Car Care Products > General fluids > AdBlue
253225	Allegro > Automotive > Car Care Products > General fluids > Oils for suspension
253227	Allegro > Automotive > Car Care Products > General fluids > Hydraulic oils
253229	Allegro > Automotive > Car Care Products > General fluids > Distilled water
253236	Allegro > Automotive > Car Care Products > Washing and care > Tools and Accessories > Cleaning rags
253237	Allegro > Automotive > Car Care Products > Washing and care > Tools and Accessories > Washing sponges
253238	Allegro > Automotive > Car Care Products > Washing and care > Tools and Accessories > Polishing sponges
253239	Allegro > Automotive > Car Care Products > Washing and care > Tools and Accessories > Brushes
253240	Allegro > Automotive > Car Care Products > Washing and care > Tools and Accessories > Washing gloves
253241	Allegro > Automotive > Car Care Products > Washing and care > Tools and Accessories > Cleaning brushes
253242	Allegro > Automotive > Car Care Products > Washing and care > Tools and Accessories > Buckets
253243	Allegro > Automotive > Car Care Products > Washing and care > Tools and Accessories > Cloths and towels
253244	Allegro > Automotive > Car Care Products > Washing and care > Tools and Accessories > Squeegees
253245	Allegro > Automotive > Car Care Products > Washing and care > Tools and Accessories > Other
253247	Allegro > Automotive > Car Care Products > Washing and care > Supplies for Car Washes > Active foams
253249	Allegro > Automotive > Car Care Products > Washing and care > Supplies for Car Washes > APC all-purpose cleaners
253250	Allegro > Automotive > Car Care Products > Washing and care > Supplies for Car Washes > Other
253251	Allegro > Automotive > Car Care Products > Repair and protection supplies > Parts cleaning > Cleaning the brakes
253252	Allegro > Automotive > Car Care Products > Washing and care > Wheels and tires > Blackeners
253253	Allegro > Automotive > Car Care Products > Washing and care > Wheels and tires > Rims cleaning
253254	Allegro > Automotive > Car Care Products > Washing and care > Wheels and tires > Tires cleaning
253255	Allegro > Automotive > Car Care Products > Washing and care > Wheels and tires > Other
253257	Allegro > Automotive > Car Care Products > Washing and care > Body > Convertible roofs care
253258	Allegro > Automotive > Car Care Products > Washing and care > Body > Seals Care
253259	Allegro > Automotive > Car Care Products > Washing and care > Body > Engine cleaning
253261	Allegro > Automotive > Car Care Products > Washing and care > Body > Antifreezers
253262	Allegro > Automotive > Car Care Products > Washing and care > Body > Polishes
253264	Allegro > Automotive > Car Care Products > Washing and care > Body > Quick detailers
253265	Allegro > Automotive > Car Care Products > Washing and care > Body > Shampoos
253267	Allegro > Automotive > Car Care Products > Washing and care > Body > Resin, tar and asphalt removal
253268	Allegro > Automotive > Car Care Products > Washing and care > Body > Waxes
253269	Allegro > Automotive > Car Care Products > Washing and care > Body > Other
253270	Allegro > Automotive > Car Care Products > Washing and care > Interior > Plastics Cleaning
253272	Allegro > Automotive > Car Care Products > Washing and care > Interior > Mold removers for air conditioning
253273	Allegro > Automotive > Car Care Products > Washing and care > Interior > Moisture absorbers
253276	Allegro > Automotive > Car Care Products > Washing and care > Interior > Other
253277	Allegro > Automotive > Car Care Products > Washing and care > Interior > Upholstery care > Leather care
253278	Allegro > Automotive > Car Care Products > Washing and care > Interior > Upholstery care > Textile care
253279	Allegro > Automotive > Car Care Products > Washing and care > Interior > Upholstery care > Leather renovation
253280	Allegro > Automotive > Car Care Products > Washing and care > Interior > Car scents > Atomizers
253281	Allegro > Automotive > Car Care Products > Washing and care > Interior > Car scents > For fan grid
253282	Allegro > Automotive > Car Care Products > Washing and care > Interior > Car scents > Car pendants
253284	Allegro > Automotive > Car Care Products > Washing and care > Interior > Car scents > Other
253285	Allegro > Automotive > Car Care Products > Paintwork Care Products > Paints > Other
253286	Allegro > Automotive > Car Care Products > Paintwork Care Products > Paints > Acrylic
253287	Allegro > Automotive > Car Care Products > Paintwork Care Products > Paints > Base
253288	Allegro > Automotive > Car Care Products > Paintwork Care Products > Paints > Colorless
253289	Allegro > Automotive > Car Care Products > Paintwork Care Products > Paints > Rubber coating
253291	Allegro > Automotive > Car Care Products > Paintwork Care Products > Primers > Other
253292	Allegro > Automotive > Car Care Products > Paintwork Care Products > Primers > Acrylic
253295	Allegro > Automotive > Car Care Products > Paintwork Care Products > Primers > Reactive
253298	Allegro > Automotive > Car Care Products > Paintwork Care Products > Degreasers
253300	Allegro > Automotive > Car Care Products > Paintwork Care Products > Body repair putty
253304	Allegro > Automotive > Car Care Products > Paintwork Care Products > Resins
253305	Allegro > Automotive > Car Care Products > Paintwork Care Products > Lotions and pastes > Paint polishing
253306	Allegro > Automotive > Car Care Products > Paintwork Care Products > Lotions and pastes > Lamps polishing
253309	Allegro > Automotive > Car Care Products > Paintwork Care Products > Scratch removal > Touch-ups
253312	Allegro > Automotive > Car Care Products > Paintwork Care Products > Anti-rust agents > Body maintenance
253313	Allegro > Automotive > Car Care Products > Paintwork Care Products > Anti-rust agents > Chassis maintenance
253314	Allegro > Automotive > Car Care Products > Paintwork Care Products > Anti-rust agents > Maintenance of closed profiles
253315	Allegro > Automotive > Car Care Products > Paintwork Care Products > Anti-rust agents > Other
253350	Allegro > Supermarket > Household Essentials > Household chemicals > Soaps
253353	Allegro > Supermarket > Household Essentials > Household chemicals > Descalers
253354	Allegro > Supermarket > Household Essentials > Household chemicals > Air Fresheners
253359	Allegro > Supermarket > Household Essentials > Household chemicals > Cleaning Supplies
253366	Allegro > Supermarket > Household Essentials > Household chemicals > House Cleaning Kits
253367	Allegro > Supermarket > Household Essentials > Other
253518	Allegro > Kids > Feeding > Baby Foods > Tea
253533	Allegro > Automotive > Car Equipment and Accessories > First-Aid Kits, Fire Extinguishers, Vests, Triangles > First-Aid Kits
253534	Allegro > Automotive > Car Equipment and Accessories > First-Aid Kits, Fire Extinguishers, Vests, Triangles > Extinguishers
253535	Allegro > Automotive > Car Equipment and Accessories > First-Aid Kits, Fire Extinguishers, Vests, Triangles > Vests
253537	Allegro > Automotive > Car Equipment and Accessories > First-Aid Kits, Fire Extinguishers, Vests, Triangles > Sets
253561	Allegro > Automotive > Car Equipment and Accessories > Parking Sensors and Rear-View Cameras > Reverse sensors
253562	Allegro > Automotive > Car Equipment and Accessories > Parking Sensors and Rear-View Cameras > Rear-view cameras
253564	Allegro > Automotive > Car Equipment and Accessories > Mats > Rubber mats
253566	Allegro > Automotive > Car Equipment and Accessories > Mats > Trunk mats
253568	Allegro > Automotive > Car Equipment and Accessories > Mats > Other
253569	Allegro > Automotive > Car Equipment and Accessories > Emblems
253572	Allegro > Automotive > Car Equipment and Accessories > Towing > Complete tow hooks (beam + ball)
253573	Allegro > Automotive > Car Equipment and Accessories > Towing > Tow ropes
253575	Allegro > Automotive > Car Equipment and Accessories > Towing > Other
253590	Allegro > Automotive > Car Equipment and Accessories > Covers > For spare wheels
253591	Allegro > Automotive > Car Equipment and Accessories > Covers > For the car
253596	Allegro > Automotive > Car Equipment and Accessories > Rectifiers and Jumper Cables > Jumper cables
253597	Allegro > Automotive > Car Equipment and Accessories > Rectifiers and Jumper Cables > Rectifiers
253598	Allegro > Automotive > Car Equipment and Accessories > License Plate Frames
253601	Allegro > Automotive > Car Equipment and Accessories > Windows Glass Covers > Windows mats
253602	Allegro > Automotive > Car Equipment and Accessories > Windows Glass Covers > Sun-protective covers
253604	Allegro > Automotive > Car Equipment and Accessories > Windows Glass Covers > Sun blinds
253605	Allegro > Automotive > Car Equipment and Accessories > Windows Glass Covers > Other
253607	Allegro > Automotive > Car Equipment and Accessories > Trunk Organizers and Mesh Nets > Ropes, transport belts
253608	Allegro > Automotive > Car Equipment and Accessories > Trunk Organizers and Mesh Nets > Nets
253609	Allegro > Automotive > Car Equipment and Accessories > Trunk Organizers and Mesh Nets > Bags and organizers
253611	Allegro > Automotive > Car Equipment and Accessories > Ice Scrapers
253614	Allegro > Automotive > Car Equipment and Accessories > Holders, Hangers > For mugs
253616	Allegro > Automotive > Car Equipment and Accessories > Holders, Hangers > For tablets
253617	Allegro > Automotive > Car Equipment and Accessories > Holders, Hangers > For cell phones
253619	Allegro > Automotive > Car Equipment and Accessories > Holders, Hangers > Other
253624	Allegro > Automotive > Car Equipment and Accessories > Other
253629	Allegro > Automotive > Car Equipment and Accessories > Safety Features > Ignition switch locks
253630	Allegro > Automotive > Car Equipment and Accessories > Safety Features > GPS trackers
253631	Allegro > Automotive > Car Equipment and Accessories > Safety Features > Other
253702	Allegro > Home and Garden > Construction Work and Equipment > Bathroom and Toilet > Flushing Buttons
253703	Allegro > Home and Garden > Construction Work and Equipment > Bathroom and Toilet > Concealed Toilet Carrier Frame
253705	Allegro > Home and Garden > Construction Work and Equipment > Bathroom and Toilet > Shower Cabins and Showers > Shower Cabins
253744	Allegro > Home and Garden > Construction Work and Equipment > Bathroom and Toilet > Shower Cabins and Showers > Shower Doors and Walls
253751	Allegro > Home and Garden > Equipment > Holiday and Occasional Decorations > Greeting Cards
253769	Allegro > Automotive > Car Equipment and Accessories > Tuning Accessories > Bumper Pads
253775	Allegro > Automotive > Car Equipment and Accessories > Tuning Accessories > Decorative moldings
253778	Allegro > Automotive > Car Equipment and Accessories > Tuning Accessories > Stickers
253782	Allegro > Automotive > Car Equipment and Accessories > Tuning Accessories > Door Threshold Pads
253799	Allegro > Automotive > Car Equipment and Accessories > Car Gadgets > Keychains
253803	Allegro > Automotive > Car Equipment and Accessories > Car Gadgets > Mugs
253806	Allegro > Automotive > Car Equipment and Accessories > Car Gadgets > Stickers
253810	Allegro > Automotive > Car Equipment and Accessories > Car Gadgets > Posters
253813	Allegro > Automotive > Car Equipment and Accessories > Car Gadgets > Plates
253814	Allegro > Automotive > Car Equipment and Accessories > Car Gadgets > Clocks and watches
253815	Allegro > Automotive > Car Equipment and Accessories > Car Gadgets > Other
253830	Allegro > Automotive > Car Equipment and Accessories > Automotive Books > Motorcycles > Service books
253837	Allegro > Automotive > Car Equipment and Accessories > Automotive Books > Cars > Manuals
253886	Allegro > Sports and Travel > Military > Air Guns > PCP Accessories
253887	Allegro > Sports and Travel > Military > ASG > Assault Rifles
253890	Allegro > Sports and Travel > Military > Air Guns > Cleaning and Maintenance of Air Guns
253895	Allegro > Sports and Travel > Military > ASG > Tactical Equipment
253896	Allegro > Sports and Travel > Military > ASG > ASG Equipment
253897	Allegro > Sports and Travel > Military > Air Guns > Carbines
253900	Allegro > Sports and Travel > Military > Air Guns > Clips
253902	Allegro > Sports and Travel > Military > Air Guns > CO2 Cartridges
253903	Allegro > Sports and Travel > Military > ASG > Other
253909	Allegro > Sports and Travel > Military > Air Guns > Rails and Mounts
253911	Allegro > Sports and Travel > Military > Optics > Binoculars
253914	Allegro > Sports and Travel > Military > Air Guns > Targets and Bullet Traps
253920	Allegro > Sports and Travel > Military > Clothes > Underwear
253921	Allegro > Sports and Travel > Military > Air Guns > Shots
253922	Allegro > Sports and Travel > Military > Clothes > Sweatshirts
253925	Allegro > Sports and Travel > Military > Clothes > Vests
253928	Allegro > Sports and Travel > Military > Clothes > Jackets
253931	Allegro > Sports and Travel > Military > Clothes > Belts
253932	Allegro > Sports and Travel > Military > Clothes > Gloves
253934	Allegro > Sports and Travel > Military > Clothes > Socks
253936	Allegro > Sports and Travel > Military > Archery > Bows
253938	Allegro > Sports and Travel > Military > Clothes > Pants
253939	Allegro > Sports and Travel > Military > Clothes > T-Shirts
253940	Allegro > Sports and Travel > Military > Clothes > Other
253946	Allegro > Sports and Travel > Military > Hunting > Trophies
253948	Allegro > Sports and Travel > Military > Hunting > Other
253949	Allegro > Sports and Travel > Military > Knives, Machetes
253958	Allegro > Sports and Travel > Military > Protective Accessories > Hearing Protection
253959	Allegro > Sports and Travel > Military > Protective Accessories > Gloves
253960	Allegro > Sports and Travel > Military > Protective Accessories > Glasses
253964	Allegro > Sports and Travel > Military > Protective Accessories > Helmets
253971	Allegro > Sports and Travel > Military > Self-defence > Handcuffs
254018	Allegro > Home and Garden > Garden > Insect Repellent
254019	Allegro > Home and Garden > Equipment > Decorations and Ornaments > Wreaths
254038	Allegro > Kids > Toys > Building Toys > LEGO > Sets > Nexo Knights
254138	Allegro > Home and Garden > Garden > Garden Architecture > Terrace Flooring
254139	Allegro > Home and Garden > Garden > Pots and Containers > Pots Stand
254141	Allegro > Home and Garden > Garden > Awnings, Covers, Mats
254181	Allegro > Automotive > Car Parts > Wipers and sprinklers > Wipers mechanisms
254184	Allegro > Automotive > Car Parts > Wipers and sprinklers > Wiper blades
254185	Allegro > Automotive > Car Parts > Wipers and sprinklers > Wipers motors
254187	Allegro > Automotive > Car Parts > Wipers and sprinklers > Sprinkler liquid tanks
254188	Allegro > Automotive > Car Parts > Wipers and sprinklers > Other
254259	Allegro > Fashion > Clothing, Shoes, Accessories > Women's Clothing > Jeans
254260	Allegro > Fashion > Clothing, Shoes, Accessories > Men's Clothing > Jeans
254280	Allegro > Home and Garden > Equipment > Kitchen Utensils > Kitchen Accessories > Funnels
254281	Allegro > Home and Garden > Equipment > Kitchen Utensils > Kitchen Accessories > Brushes for Meat and Cakes
254288	Allegro > Home and Garden > Equipment > Candles, Waxes, Oils and Accessories > Fragrance diffusers > Electric Air Fresheners
254289	Allegro > Home and Garden > Equipment > Candles, Waxes, Oils and Accessories > Other
254291	Allegro > Home and Garden > Equipment > Candles, Waxes, Oils and Accessories > Wax Burners and Waxes > Aromatic Waxes
254294	Allegro > Home and Garden > Equipment > Candlesticks
254295	Allegro > Home and Garden > Equipment > Candles
254297	Allegro > Home and Garden > Equipment > Candles, Waxes, Oils and Accessories > Oils > Fragrance Oils
254382	Allegro > Sports and Travel > Bicycles and Accessories > Bikes > Junior (24 inch wheels)
254428	Allegro > Electronics > Phones and Accessories > Smartphones and Cell Phones > Microsoft > Lumia 950
254438	Allegro > Electronics > Audio, Video and Household Appliances > Freestanding Household Appliances > Washer Dryer
254478	Allegro > Home and Garden > Equipment > Decorations and Ornaments > Floral Arrangements
254502	Allegro > Electronics > Computers > Mini Computers > Arduino > Computers
254503	Allegro > Electronics > Computers > Mini Computers > Arduino > Accessories
254504	Allegro > Electronics > Computers > Mini Computers > Raspberry Pi > Accessories
254505	Allegro > Electronics > Computers > Mini Computers > Raspberry Pi > Computers
254521	Allegro > Automotive > Car Parts > Body parts > Thresholds > Thresholds
254523	Allegro > Automotive > Car Parts > Body parts > Thresholds > Repair panels
254524	Allegro > Automotive > Car Parts > Body parts > Thresholds > Other
254546	Allegro > Supermarket > Groceries > Coffee > Instant Coffee Sachets
254553	Allegro > Automotive > Car Parts > Body parts > Trunk lids > Actuators
254555	Allegro > Automotive > Car Parts > Body parts > Trunk lids > Locks
254557	Allegro > Automotive > Car Parts > Body parts > Trunk lids > Other
254559	Allegro > Automotive > Car Parts > Body parts > Hoods > Hoods
254560	Allegro > Automotive > Car Parts > Body parts > Hoods > Cables
254561	Allegro > Automotive > Car Parts > Body parts > Hoods > Mounting elements
254563	Allegro > Automotive > Car Parts > Body parts > Hoods > Seals
254564	Allegro > Automotive > Car Parts > Body parts > Hoods > Noise insulation
254566	Allegro > Automotive > Car Parts > Body parts > Hoods > Other
254580	Allegro > Automotive > Car Parts > Body parts > Doors > Doors
254581	Allegro > Automotive > Car Parts > Body parts > Doors > Other
254603	Allegro > Automotive > Car Parts > Body parts > Doors > Limiters
254606	Allegro > Automotive > Car Parts > Body parts > Doors > Seals
254608	Allegro > Automotive > Car Parts > Body parts > Doors > Carriages, runners
254638	Allegro > Automotive > Car Parts > Body parts > Doors > Noise insulation
254639	Allegro > Automotive > Car Parts > Body parts > Doors > Locks
254642	Allegro > Automotive > Car Parts > Body parts > Fuel filler caps > Flaps
254645	Allegro > Automotive > Car Parts > Body parts > Fuel filler caps > Other
254663	Allegro > Automotive > Car Parts > Body parts > Roofs > Other
254680	Allegro > Collections and Art > Collections > Numismatics > Poland 1916 – 1945 > 1923 – 1939
254683	Allegro > Automotive > Car Parts > Body parts > Fenders > Mudguards
254686	Allegro > Automotive > Car Parts > Body parts > Fenders > Repair panels
254687	Allegro > Automotive > Car Parts > Body parts > Fenders > Noise insulation
254699	Allegro > Automotive > Car Parts > Body parts > Bumpers > Bumpers
254702	Allegro > Automotive > Car Parts > Body parts > Bumpers > Mounting elements
254705	Allegro > Automotive > Car Parts > Body parts > Bumpers > Bumper reinforcements (beams)
254718	Allegro > Automotive > Car Parts > Body parts > Bodywork parts
254738	Allegro > Electronics > Phones and Accessories > Smartphones and Cell Phones > Apple > iPhone SE
254778	Allegro > Fashion > Clothing, Shoes, Accessories > Women's Clothing > Pants > Casual
254779	Allegro > Fashion > Clothing, Shoes, Accessories > Men's Clothing > Pants > Casual
254843	Allegro > Home and Garden > Construction Work and Equipment > Construction Equipment and Accessories > Other
254844	Allegro > Home and Garden > Tools > Augers
254878	Allegro > Electronics > Phones and Accessories > Smartphones and Cell Phones > Microsoft > Lumia 650
254938	Allegro > Kids > Toys > Building Toys > LEGO > Sets > Architecture
254958	Allegro > Electronics > Audio, Video and Household Appliances > Small Household Appliances > Kitchen > Slow Juicers
255028	Allegro > Beauty > Care > Face > Toners, hydrolates, thermal water
255084	Allegro > Sports and Travel > Military > Self-defence > Pepper Spray
255099	Allegro > Automotive > Car Parts > Lighting > Headlights and elements > Headlights
255100	Allegro > Automotive > Car Parts > Lighting > Headlights and elements > Fog lights
255103	Allegro > Automotive > Car Parts > Lighting > Headlights and elements > Converters
255105	Allegro > Automotive > Car Parts > Lighting > Headlights and elements > Other
255106	Allegro > Kids > Garden Toys > Trampolines and Accessories > Trampolines
255109	Allegro > Kids > Garden Toys > Trampolines and Accessories > Safety Pads
255110	Allegro > Kids > Garden Toys > Trampolines and Accessories > Nets
255119	Allegro > Automotive > Car Parts > Lighting > Taillights and elements > Rear lights
255123	Allegro > Automotive > Car Parts > Lighting > Taillights and elements > Other
255138	Allegro > Automotive > Car Parts > Lighting > Working lamps
255437	Allegro > Kids > Feeding > Utensils and Cutlery > Thermoses
255439	Allegro > Fashion > Clothing, Shoes, Accessories > Accessories > Bow Ties
255448	Allegro > Automotive > Car Parts > Engines and Components > Cylinder heads > Valve cover seals
255456	Allegro > Automotive > Car Parts > Engines and Components > EGR exhaust gas recirculation > EGR valves
255459	Allegro > Automotive > Car Parts > Engines and Components > EGR exhaust gas recirculation > Other
255475	Allegro > Automotive > Cars > Passenger Cars > Volkswagen > Caddy > IV (2015–)
255477	Allegro > Automotive > Car Parts > Engines and Components > Timing > Tooth wheels
255483	Allegro > Electronics > Audio, Video and Household Appliances > Small Household Appliances > Home > Steam Stations
255484	Allegro > Electronics > Audio, Video and Household Appliances > Small Household Appliances > Home > Steamers, Pressure Washers, Steam Mops
255485	Allegro > Electronics > Photography > Other
255488	Allegro > Electronics > Photography > Photo Accessories > Calibration and Profiling
255489	Allegro > Electronics > Photography > Photo Accessories > Field Monitors
255490	Allegro > Electronics > Photography > Photo Accessories > Microphones
255493	Allegro > Electronics > Photography > Photo Accessories > Films > Instant Photography
255501	Allegro > Electronics > Photography > Optical Equipment > Monoculars
255503	Allegro > Electronics > Photography > Optical Equipment > Spotting Scopes
255504	Allegro > Home and Garden > Equipment > Household Fans
255507	Allegro > Automotive > Car Parts > Engines and Components > Engine lubrication > Oil filter housings
255509	Allegro > Automotive > Car Parts > Engines and Components > Turbochargers > Complete turbochargers
255511	Allegro > Automotive > Car Parts > Engines and Components > Turbochargers > Turbocharger air cables
255514	Allegro > Automotive > Car Parts > Engines and Components > Turbochargers > Valves
255520	Allegro > Automotive > Car Parts > Engines and Components > Throttle valves
255521	Allegro > Automotive > Car Parts > Engines and Components > Air cables
255525	Allegro > Fashion > Jewelry and Watches > Temporary Tattoos
255528	Allegro > Electronics > Phones and Accessories > Smartphones and Cell Phones > Samsung > Galaxy J3
255559	Allegro > Beauty > Make-up > Eyes > Eyebrow color
255560	Allegro > Beauty > Make-up > Brushes and accessories > Make-up sponges
255608	Allegro > Automotive > Car Parts > Electrical system, ignition > Central locks > Pumps
255609	Allegro > Automotive > Car Parts > Electrical system, ignition > Installation Components > Battery terminals
255610	Allegro > Automotive > Car Parts > Electrical system, ignition > Injection locks and keys > Ignition locks
255611	Allegro > Automotive > Car Parts > Electrical system, ignition > Injection locks and keys > Keys
255613	Allegro > Automotive > Car Parts > Electrical system, ignition > Fuse boxes
255615	Allegro > Automotive > Car Parts > Mechanical tuning > Engine and components > Air cables
255616	Allegro > Automotive > Car Parts > Mechanical tuning > Engine and components > Air filters
255621	Allegro > Automotive > Car Parts > Mechanical tuning > Exhaust system > Sport mufflers
255623	Allegro > Automotive > Car Parts > Mechanical tuning > Exhaust system > Other
255629	Allegro > Automotive > Car Parts > Engines and Components > Cylinder heads > Exhaust manifold seals
255632	Allegro > Home and Garden > Construction Work and Equipment > Roofs > Mounting Elements
255633	Allegro > Home and Garden > Construction Work and Equipment > Roofs > Roof Paints and Sealants
255634	Allegro > Home and Garden > Construction Work and Equipment > Doors > Handles
